1, 2.2094, 27.9912, 9.0140, 145.4780, 0.3267, -12.2469, 27
2, 8.8137, 14.3321, 2.7998, 155.7612, -7.4638, 2.9724, 27
3, 0.2996, -29.9449, 1.8398, 177.7264, 11.6135, -10.0589, 27
4, -7.0214, -13.5638, 6.0001, 121.3301, 36.9283, 15.4092, 27
5, 1.9898, -30.3125, 10.2797, -108.3432, 11.6112, -17.5227, 27
6, -5.6436, -12.5334, 16.7030, 104.9016, 80.1465, 43.3317, 27
7, -2.8341, -20.6123, 21.1106, 29.0965, 29.5082, -169.9086, 27
1, 2.2115, 27.9903, 9.0138, 145.4683, 0.3198, -12.2426, 57
2, 8.8138, 14.3320, 2.8002, 155.7598, -7.4658, 2.9703, 57
3, 0.3038, -29.9453, 1.8362, 177.7395, 11.6131, -10.0696, 57
4, -7.0216, -13.5639, 5.9997, 121.3269, 36.9282, 15.4063, 57
5, 1.9895, -30.3118, 10.2845, -108.3457, 11.5943, -17.5214, 57
6, -5.6451, -12.5342, 16.7021, 104.8508, 80.1434, 43.2848, 57
7, -2.8366, -20.6117, 21.1118, 29.0792, 29.5065, -169.9143, 57
1, 2.2125, 27.9905, 9.0168, 145.4733, 0.3130, -12.2544, 87
2, 8.8139, 14.3319, 2.8001, 155.7578, -7.4652, 2.9703, 87
3, 0.2992, -29.9460, 1.8403, 177.7241, 11.6084, -10.0601, 87
4, -7.0217, -13.5636, 6.0001, 121.3284, 36.9293, 15.4084, 87
5, 1.9888, -30.3103, 10.2894, -108.3529, 11.5814, -17.5188, 87
6, -5.6453, -12.5331, 16.7030, 104.8574, 80.1464, 43.2963, 87
7, -2.8346, -20.6118, 21.1115, 29.0803, 29.5077, -169.9115, 87
1, 2.2109, 27.9934, 9.0079, 145.4770, 0.3297, -12.2283, 117
2, 8.8137, 14.3322, 2.7998, 155.7571, -7.4640, 2.9720, 117
3, 0.2998, -29.9448, 1.8426, 177.7276, 11.6186, -10.0537, 117
4, -7.0213, -13.5636, 6.0005, 121.3330, 36.9307, 15.4131, 117
5, 1.9873, -30.3076, 10.2918, -108.3448, 11.5751, -17.5027, 117
6, -5.6438, -12.5318, 16.7041, 104.9054, 80.1548, 43.3408, 117
7, -2.8334, -20.6109, 21.1119, 29.0884, 29.5111, -169.9160, 117
1, 2.2094, 27.9914, 9.0122, 145.4811, 0.3221, -12.2414, 144
2, 8.8137, 14.3320, 2.8010, 155.7598, -7.4646, 2.9656, 144
3, 0.3003, -29.9447, 1.8405, 177.7301, 11.6042, -10.0596, 144
4, -7.0219, -13.5639, 5.9996, 121.3262, 36.9284, 15.4072, 144
5, 1.9890, -30.3084, 10.2926, -108.3526, 11.5713, -17.5156, 144
6, -5.6455, -12.5345, 16.7023, 104.8278, 80.1438, 43.2659, 144
7, -2.8387, -20.6123, 21.1104, 29.0621, 29.4997, -169.9153, 144
1, 2.2097, 27.9936, 9.0058, 145.4773, 0.3348, -12.2241, 171
2, 8.8134, 14.3325, 2.7997, 155.7627, -7.4657, 2.9724, 171
3, 0.3024, -29.9442, 1.8447, 177.7395, 11.6111, -10.0459, 171
4, -7.0218, -13.5635, 6.0004, 121.3291, 36.9310, 15.4128, 171
5, 1.9869, -30.3043, 10.3009, -108.3466, 11.5470, -17.4984, 171
6, -5.6440, -12.5325, 16.7035, 104.8970, 80.1507, 43.3347, 171
7, -2.8316, -20.6086, 21.1140, 29.0832, 29.5244, -169.9264, 171
1, 2.2103, 27.9897, 9.0194, 145.4798, 0.3133, -12.2603, 198
2, 8.8135, 14.3321, 2.8015, 155.7596, -7.4632, 2.9626, 198
3, 0.3023, -29.9447, 1.8384, 177.7344, 11.6003, -10.0633, 198
4, -7.0220, -13.5642, 5.9989, 121.3239, 36.9249, 15.4030, 198
5, 1.9823, -30.3104, 10.2892, -108.3760, 11.5788, -17.5169, 198
6, -5.6461, -12.5351, 16.7017, 104.8030, 80.1395, 43.2423, 198
7, -2.8386, -20.6169, 21.1073, 29.0780, 29.4853, -169.8944, 198
1, 2.2089, 27.9919, 9.0125, 145.4799, 0.3262, -12.2445, 225
2, 8.8135, 14.3323, 2.8006, 155.7603, -7.4621, 2.9684, 225
3, 0.2997, -29.9447, 1.8460, 177.7309, 11.6128, -10.0414, 225
4, -7.0218, -13.5639, 5.9997, 121.3260, 36.9284, 15.4068, 225
5, 1.9864, -30.3096, 10.2890, -108.3544, 11.5816, -17.5124, 225
6, -5.6453, -12.5336, 16.7024, 104.8530, 80.1444, 43.2900, 225
7, -2.8360, -20.6126, 21.1104, 29.0831, 29.4983, -169.9095, 225
1, 2.2107, 27.9918, 9.0128, 145.4733, 0.3329, -12.2465, 252
2, 8.8137, 14.3322, 2.8000, 155.7585, -7.4629, 2.9712, 252
3, 0.3008, -29.9449, 1.8397, 177.7308, 11.6203, -10.0585, 252
4, -7.0216, -13.5638, 5.9999, 121.3286, 36.9285, 15.4082, 252
5, 1.9881, -30.3091, 10.2897, -108.3464, 11.5768, -17.5066, 252
6, -5.6435, -12.5329, 16.7032, 104.9065, 80.1482, 43.3385, 252
7, -2.8296, -20.6109, 21.1126, 29.0971, 29.5225, -169.9090, 252
1, 2.2085, 27.9893, 9.0208, 145.4803, 0.3131, -12.2638, 279
2, 8.8138, 14.3319, 2.8011, 155.7578, -7.4619, 2.9654, 279
3, 0.3001, -29.9446, 1.8342, 177.7249, 11.6070, -10.0744, 279
4, -7.0220, -13.5641, 5.9991, 121.3248, 36.9271, 15.4031, 279
5, 1.9890, -30.3138, 10.2746, -108.3518, 11.6206, -17.5326, 279
6, -5.6455, -12.5346, 16.7019, 104.8280, 80.1420, 43.2610, 279
7, -2.8372, -20.6180, 21.1055, 29.0905, 29.4889, -169.8837, 279
1, 2.2078, 27.9880, 9.0241, 145.4879, 0.3036, -12.2685, 308
2, 8.8133, 14.3319, 2.8020, 155.7619, -7.4619, 2.9596, 308
3, 0.2990, -29.9462, 1.8276, 177.7162, 11.6016, -10.1008, 308
4, -7.0219, -13.5644, 5.9986, 121.3241, 36.9235, 15.3998, 308
5, 1.9889, -30.3143, 10.2777, -108.3568, 11.6134, -17.5329, 308
6, -5.6455, -12.5356, 16.7015, 104.8197, 80.1347, 43.2565, 308
7, -2.8407, -20.6212, 21.1041, 29.0843, 29.4729, -169.8744, 308
1, 2.2088, 27.9918, 9.0130, 145.4826, 0.3243, -12.2400, 335
2, 8.8139, 14.3320, 2.8002, 155.7593, -7.4636, 2.9706, 335
3, 0.3005, -29.9446, 1.8395, 177.7314, 11.6125, -10.0595, 335
4, -7.0216, -13.5639, 5.9998, 121.3306, 36.9280, 15.4084, 335
5, 1.9875, -30.3109, 10.2830, -108.3540, 11.5983, -17.5126, 335
6, -5.6445, -12.5338, 16.7027, 104.8690, 80.1445, 43.3041, 335
7, -2.8350, -20.6126, 21.1107, 29.0865, 29.5032, -169.9088, 335
1, 2.2108, 27.9890, 9.0190, 145.4813, 0.3063, -12.2537, 362
2, 8.8134, 14.3321, 2.8014, 155.7624, -7.4635, 2.9627, 362
3, 0.3038, -29.9458, 1.8349, 177.7395, 11.6005, -10.0747, 362
4, -7.0218, -13.5642, 5.9992, 121.3273, 36.9246, 15.4061, 362
5, 1.9887, -30.3114, 10.2837, -108.3587, 11.5952, -17.5314, 362
6, -5.6461, -12.5360, 16.7010, 104.7935, 80.1343, 43.2328, 362
7, -2.8373, -20.6187, 21.1056, 29.0826, 29.4823, -169.8878, 362
1, 2.2130, 27.9913, 9.0135, 145.4699, 0.3204, -12.2404, 392
2, 8.8136, 14.3323, 2.8004, 155.7599, -7.4652, 2.9681, 392
3, 0.3057, -29.9447, 1.8419, 177.7487, 11.6121, -10.0549, 392
4, -7.0216, -13.5641, 5.9994, 121.3278, 36.9260, 15.4059, 392
5, 1.9906, -30.3091, 10.2901, -108.3506, 11.5756, -17.5238, 392
6, -5.6445, -12.5341, 16.7027, 104.8620, 80.1437, 43.2983, 392
7, -2.8350, -20.6129, 21.1116, 29.0752, 29.5020, -169.9118, 392
1, 2.2117, 27.9899, 9.0197, 145.4775, 0.3044, -12.2535, 422
2, 8.8134, 14.3321, 2.8016, 155.7594, -7.4627, 2.9625, 422
3, 0.2979, -29.9450, 1.8367, 177.7231, 11.6041, -10.0634, 422
4, -7.0219, -13.5644, 5.9989, 121.3240, 36.9257, 15.4019, 422
5, 1.9941, -30.3122, 10.2835, -108.3444, 11.5878, -17.5361, 422
6, -5.6460, -12.5357, 16.7012, 104.8078, 80.1362, 43.2445, 422
7, -2.8402, -20.6166, 21.1080, 29.0678, 29.4897, -169.9066, 422
1, 2.2139, 27.9912, 9.0147, 145.4676, 0.3218, -12.2431, 449
2, 8.8139, 14.3323, 2.7999, 155.7549, -7.4627, 2.9729, 449
3, 0.2981, -29.9457, 1.8390, 177.7249, 11.6147, -10.0589, 449
4, -7.0214, -13.5639, 6.0002, 121.3313, 36.9302, 15.4107, 449
5, 1.9912, -30.3099, 10.2887, -108.3286, 11.5803, -17.5045, 449
6, -5.6440, -12.5336, 16.7027, 104.8863, 80.1449, 43.3174, 449
7, -2.8335, -20.6108, 21.1133, 29.0920, 29.5112, -169.9186, 449
1, 2.2079, 27.9888, 9.0224, 145.4886, 0.3096, -12.2689, 476
2, 8.8135, 14.3322, 2.8013, 155.7595, -7.4613, 2.9653, 476
3, 0.3000, -29.9455, 1.8328, 177.7256, 11.6034, -10.0814, 476
