1, -16.9992, -19.6022, 17.8931, -25.4709, 47.8641, -91.7973,
2, -16.9045, -19.4416, 17.4128, 107.2360, 39.0949, -116.2354,
1, -16.9988, -19.6057, 17.8903, -25.4378, 47.8665, -91.7782,
2, -16.9029, -19.4432, 17.4120, 107.2532, 39.0961, -116.2394,
1, -16.9977, -19.6120, 17.8864, -25.3806, 47.8630, -91.7553,
2, -16.9034, -19.4488, 17.4070, 107.2758, 39.0888, -116.2684,
1, -16.9948, -19.5953, 17.9028, -25.5342, 47.8915, -91.8328,
2, -16.9042, -19.4355, 17.4179, 107.2084, 39.0975, -116.2111,
1, -16.9982, -19.6020, 17.8941, -25.4653, 47.8756, -91.8003,
2, -16.9046, -19.4429, 17.4125, 107.2352, 39.0889, -116.2484,
1, -16.9962, -19.6050, 17.8945, -25.4502, 47.8767, -91.8028,
2, -16.9042, -19.4461, 17.4097, 107.2553, 39.0872, -116.2490,
1, -16.9994, -19.6116, 17.8855, -25.3993, 47.8580, -91.7521,
2, -16.9058, -19.4513, 17.4042, 107.2547, 39.0756, -116.2723,
1, -16.9990, -19.6084, 17.8883, -25.3969, 47.8630, -91.7698,
2, -16.9022, -19.4492, 17.4083, 107.2747, 39.0771, -116.2551,
1, -16.9988, -19.6124, 17.8846, -25.3876, 47.8613, -91.7620,
2, -16.9066, -19.4513, 17.4023, 107.2535, 39.0763, -116.2730,
1, -16.9996, -19.6108, 17.8854, -25.4078, 47.8650, -91.7730,
2, -16.9036, -19.4530, 17.4031, 107.2706, 39.0667, -116.2632,
1, -16.9966, -19.6034, 17.8931, -25.4644, 47.8801, -91.7930,
2, -16.9027, -19.4450, 17.4113, 107.2389, 39.0835, -116.2395,
1, -16.9974, -19.6060, 17.8900, -25.4462, 47.8704, -91.7886,
2, -16.9065, -19.4455, 17.4078, 107.2341, 39.0803, -116.2539,
1, -17.0010, -19.6097, 17.8849, -25.4072, 47.8539, -91.7573,
2, -16.9061, -19.4494, 17.4056, 107.2447, 39.0760, -116.2636,
1, -16.9991, -19.6049, 17.8906, -25.4409, 47.8592, -91.7794,
2, -16.9047, -19.4448, 17.4105, 107.2508, 39.0846, -116.2445,
1, -16.9972, -19.6158, 17.8844, -25.3649, 47.8658, -91.7521,
2, -16.9035, -19.4530, 17.4033, 107.2806, 39.0704, -116.2693,
1, -16.9953, -19.6059, 17.8924, -25.4391, 47.8746, -91.7904,
2, -16.9016, -19.4446, 17.4129, 107.2634, 39.0855, -116.2363,
1, -16.9980, -19.6118, 17.8854, -25.4034, 47.8777, -91.7724,
2, -16.9031, -19.4518, 17.4047, 107.2792, 39.0827, -116.2550,
1, -16.9974, -19.6042, 17.8920, -25.4460, 47.8706, -91.7873,
2, -16.9038, -19.4440, 17.4105, 107.2432, 39.0839, -116.2485,
1, -16.9981, -19.6057, 17.8901, -25.4521, 47.8706, -91.8012,
2, -16.9053, -19.4478, 17.4053, 107.2380, 39.0808, -116.2553,
1, -17.0031, -19.6124, 17.8818, -25.3750, 47.8521, -91.7428,
2, -16.9039, -19.4554, 17.4015, 107.2743, 39.0679, -116.2799,
1, -16.9981, -19.6078, 17.8897, -25.4309, 47.8680, -91.7920,
2, -16.9040, -19.4488, 17.4070, 107.2586, 39.0797, -116.2482,
1, -16.9970, -19.6071, 17.8914, -25.4167, 47.8707, -91.7724,
2, -16.9047, -19.4498, 17.4062, 107.2508, 39.0767, -116.2635,
1, -16.9984, -19.6116, 17.8857, -25.3818, 47.8652, -91.7602,
2, -16.9064, -19.4519, 17.4028, 107.2604, 39.0708, -116.2771,
1, -16.9941, -19.6050, 17.8954, -25.4601, 47.8787, -91.8129,
2, -16.9029, -19.4445, 17.4118, 107.2485, 39.0812, -116.2283,
1, -16.9986, -19.6052, 17.8907, -25.4512, 47.8659, -91.7868,
2, -16.9026, -19.4447, 17.4120, 107.2445, 39.0798, -116.2367,
1, -16.9975, -19.6089, 17.8879, -25.4119, 47.8725, -91.7787,
2, -16.9048, -19.4481, 17.4070, 107.2523, 39.0872, -116.2603,
1, -16.9964, -19.6118, 17.8869, -25.4247, 47.8736, -91.7802,
2, -16.9054, -19.4502, 17.4039, 107.2456, 39.0778, -116.2538,
1, -16.9995, -19.6146, 17.8828, -25.3638, 47.8520, -91.7465,
2, -16.9053, -19.4512, 17.4035, 107.2684, 39.0786, -116.2719,
1, -16.9978, -19.6110, 17.8868, -25.4149, 47.8700, -91.7786,
2, -16.9053, -19.4479, 17.4070, 107.2547, 39.0779, -116.2484,
1, -16.9980, -19.6086, 17.8875, -25.4257, 47.8745, -91.7756,
2, -16.9030, -19.4494, 17.4060, 107.2596, 39.0726, -116.2467,
1, -16.9952, -19.6033, 17.8961, -25.4594, 47.8757, -91.8102,
2, -16.9049, -19.4433, 17.4109, 107.2376, 39.0882, -116.2517,
1, -17.0012, -19.6145, 17.8823, -25.3785, 47.8544, -91.7596,
2, -16.9060, -19.4526, 17.4013, 107.2617, 39.0789, -116.2835,
1, -16.9975, -19.6101, 17.8893, -25.4028, 47.8658, -91.7661,
2, -16.9049, -19.4487, 17.4066, 107.2560, 39.0798, -116.2614,
1, -16.9961, -19.6049, 17.8943, -25.4585, 47.8721, -91.8020,
2, -16.9013, -19.4469, 17.4113, 107.2559, 39.0756, -116.2271,
1, -16.9942, -19.5992, 17.9004, -25.5000, 47.8737, -91.8396,
2, -16.9017, -19.4427, 17.4134, 107.2383, 39.0822, -116.2295,
1, -16.9967, -19.6054, 17.8914, -25.4211, 47.8703, -91.7784,
2, -16.9046, -19.4451, 17.4095, 107.2596, 39.0823, -116.2413,
1, -16.9960, -19.5991, 17.8995, -25.4861, 47.8816, -91.8198,
2, -16.9044, -19.4423, 17.4126, 107.2320, 39.0796, -116.2355,
1, -17.0003, -19.6119, 17.8855, -25.3986, 47.8610, -91.7588,
2, -16.9058, -19.4512, 17.4049, 107.2561, 39.0712, -116.2683,
1, -16.9999, -19.6139, 17.8825, -25.3591, 47.8597, -91.7519,
2, -16.9030, -19.4556, 17.4014, 107.2922, 39.0666, -116.2663,
1, -16.9976, -19.6067, 17.8896, -25.4411, 47.8691, -91.7961,
2, -16.9052, -19.4486, 17.4056, 107.2408, 39.0757, -116.2529,
1, -16.9991, -19.6064, 17.8900, -25.4441, 47.8683, -91.8024,
2, -16.9075, -19.4470, 17.4044, 107.2373, 39.0756, -116.2629,
1, -16.9942, -19.6031, 17.8962, -25.4776, 47.8791, -91.8180,
2, -16.9061, -19.4421, 17.4098, 107.2216, 39.0755, -116.2428,
1, -16.9964, -19.6118, 17.8880, -25.4082, 47.8653, -91.7810,
2, -16.9033, -19.4514, 17.4043, 107.2565, 39.0683, -116.2642,
1, -16.9998, -19.6140, 17.8839, -25.3708, 47.8531, -91.7648,
2, -16.9066, -19.4518, 17.4019, 107.2692, 39.0774, -116.2750,
1, -16.9980, -19.6084, 17.8888, -25.4353, 47.8778, -91.7781,
2, -16.9045, -19.4479, 17.4066, 107.2373, 39.0723, -116.2468,
1, -16.9949, -19.5985, 17.8997, -25.5047, 47.8868, -91.8223,
2, -16.9015, -19.4409, 17.4153, 107.2290, 39.0850, -116.2230,
1, -16.9974, -19.6094, 17.8885, -25.4177, 47.8718, -91.7890,
2, -16.9029, -19.4502, 17.4072, 107.2611, 39.0848, -116.2552,
1, -16.9937, -19.6034, 17.8956, -25.4650, 47.8803, -91.8179,
2, -16.9055, -19.4429, 17.4099, 107.2164, 39.0874, -116.2588,
